AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2001-07-04,Morning,Uttar Pradesh,Foggy,Under Construction,1,Driver Fatigue
2001-03-05,Night,Madhya Pradesh,Rainy,Fine,4,Distracted Driving
2003-08-22,Night,Odisha,Rainy,Fine,1,Speeding
2017-11-26,Night,Manipur,Foggy,Rough,9,Road Conditions
2009-01-02,Evening,Jharkhand,Rainy,Fine,8,Distracted Driving
2018-10-15,Morning,Sikkim,Rainy,Rough,3,Driver Fatigue
2014-10-11,Afternoon,Rajasthan,Foggy,Rough,3,Weather Conditions
2000-03-24,Afternoon,Bihar,Foggy,Rough,0,Mechanical Failure
2009-09-20,Night,Bihar,Clear,Rough,4,Driver Fatigue
2020-09-22,Afternoon,West Bengal,Rainy,Rough,2,Drunk Driving
2011-10-08,Night,Arunachal Pradesh,Rainy,Under Construction,8,Reckless Driving
2013-06-10,Morning,Andhra Pradesh,Clear,Under Construction,1,Poor Visibility
2007-01-03,Afternoon,Odisha,Foggy,Fine,8,Weather Conditions
2008-07-17,Afternoon,Mizoram,Clear,Fine,8,Reckless Driving
2014-02-17,Night,Goa,Clear,Fine,9,Drunk Driving
2020-11-18,Evening,Odisha,Foggy,Under Construction,3,Poor Visibility
2011-01-30,Morning,Madhya Pradesh,Clear,Fine,7,Distracted Driving
2005-06-13,Morning,Telangana,Clear,Rough,0,Speeding
2017-11-21,Evening,Maharashtra,Foggy,Under Construction,7,Weather Conditions
2023-05-11,Afternoon,Odisha,Clear,Rough,3,Drunk Driving
2022-11-22,Evening,Tripura,Rainy,Under Construction,8,Road Conditions
2018-02-10,Evening,Tamil Nadu,Clear,Fine,6,Speeding
2022-11-09,Night,Tripura,Rainy,Fine,7,Drunk Driving
2020-11-07,Evening,Goa,Foggy,Fine,10,Drunk Driving
2001-01-21,Morning,Madhya Pradesh,Foggy,Under Construction,1,Poor Visibility
2002-08-14,Afternoon,Uttarakhand,Clear,Rough,1,Weather Conditions
2022-03-03,Evening,Manipur,Foggy,Fine,7,Speeding
2006-07-02,Evening,Jharkhand,Foggy,Rough,6,Road Conditions
2002-07-18,Afternoon,Jharkhand,Rainy,Under Construction,10,Weather Conditions
2002-07-04,Evening,Himachal Pradesh,Clear,Under Construction,9,Speeding
2016-03-16,Afternoon,Karnataka,Clear,Under Construction,4,Weather Conditions
2005-01-15,Evening,Uttarakhand,Clear,Under Construction,6,Driver Fatigue
2001-05-01,Evening,Punjab,Clear,Rough,2,Mechanical Failure
2004-04-14,Morning,Mizoram,Clear,Rough,0,Reckless Driving
2005-03-31,Night,Himachal Pradesh,Rainy,Rough,8,Distracted Driving
2002-05-29,Night,Bihar,Rainy,Under Construction,5,Driver Fatigue
2017-12-11,Afternoon,Meghalaya,Foggy,Fine,5,Distracted Driving
2006-09-29,Evening,Bihar,Rainy,Fine,10,Driver Fatigue
2012-02-28,Night,Punjab,Clear,Rough,0,Driver Fatigue
2020-04-23,Morning,Mizoram,Rainy,Fine,9,Reckless Driving
2007-06-26,Afternoon,Uttarakhand,Clear,Under Construction,9,Reckless Driving
2023-02-14,Morning,Uttarakhand,Foggy,Fine,0,Drunk Driving
2014-05-23,Night,Tripura,Clear,Under Construction,0,Drunk Driving
2014-05-29,Morning,Tamil Nadu,Foggy,Rough,8,Speeding
2022-08-27,Morning,Uttar Pradesh,Rainy,Rough,9,Reckless Driving
2007-08-23,Evening,Mizoram,Rainy,Rough,6,Mechanical Failure
2014-09-22,Night,Mizoram,Foggy,Fine,8,Speeding
2003-12-13,Morning,Rajasthan,Clear,Under Construction,1,Weather Conditions
2022-05-13,Morning,Telangana,Rainy,Rough,2,Mechanical Failure
2012-11-04,Morning,Kerala,Foggy,Rough,7,Mechanical Failure
2014-01-18,Morning,Uttarakhand,Clear,Rough,3,Mechanical Failure
2011-08-31,Afternoon,Rajasthan,Rainy,Fine,10,Road Conditions
2009-04-08,Evening,Jharkhand,Foggy,Rough,8,Mechanical Failure
2023-05-07,Evening,Madhya Pradesh,Rainy,Fine,0,Poor Visibility
2014-06-02,Night,Meghalaya,Foggy,Rough,2,Poor Visibility
2001-01-11,Night,Karnataka,Foggy,Rough,8,Distracted Driving
2015-10-04,Night,Assam,Clear,Rough,9,Driver Fatigue
2015-07-08,Evening,Odisha,Rainy,Rough,8,Reckless Driving
2011-07-13,Morning,Mizoram,Foggy,Fine,9,Driver Fatigue
2000-07-02,Afternoon,Sikkim,Rainy,Rough,2,Poor Visibility
2015-08-27,Night,Haryana,Foggy,Fine,2,Weather Conditions
2010-09-20,Morning,Goa,Foggy,Fine,5,Weather Conditions
2014-03-08,Evening,Karnataka,Rainy,Rough,2,Weather Conditions
2020-08-04,Afternoon,Himachal Pradesh,Rainy,Rough,2,Poor Visibility
2004-11-17,Morning,Jharkhand,Clear,Rough,2,Mechanical Failure
2005-11-07,Night,Manipur,Rainy,Fine,7,Speeding
2005-11-25,Morning,Telangana,Rainy,Rough,4,Road Conditions
2014-09-09,Afternoon,Tripura,Rainy,Fine,0,Driver Fatigue
2020-08-26,Morning,Assam,Foggy,Under Construction,5,Road Conditions
2009-09-21,Night,Uttarakhand,Clear,Under Construction,3,Weather Conditions
2016-06-17,Morning,West Bengal,Clear,Rough,9,Poor Visibility
2012-02-11,Afternoon,Telangana,Foggy,Fine,4,Reckless Driving
2016-08-25,Evening,Goa,Rainy,Rough,0,Driver Fatigue
2006-03-15,Night,Rajasthan,Rainy,Fine,4,Distracted Driving
2002-10-10,Morning,Maharashtra,Foggy,Rough,7,Drunk Driving
2022-05-19,Morning,Assam,Rainy,Fine,10,Mechanical Failure
2007-07-17,Afternoon,Sikkim,Clear,Fine,5,Drunk Driving
2007-08-25,Night,Odisha,Clear,Fine,4,Speeding
2003-04-29,Afternoon,Bihar,Rainy,Under Construction,2,Poor Visibility
2009-05-23,Evening,Bihar,Foggy,Under Construction,5,Road Conditions
2002-11-01,Night,Odisha,Rainy,Fine,7,Distracted Driving
2022-01-23,Night,Manipur,Foggy,Fine,5,Weather Conditions
2023-04-25,Morning,Manipur,Foggy,Rough,5,Mechanical Failure
2004-06-18,Morning,Karnataka,Foggy,Under Construction,6,Mechanical Failure
2015-04-29,Afternoon,Telangana,Rainy,Under Construction,1,Road Conditions
2004-12-28,Evening,Bihar,Clear,Fine,9,Reckless Driving
2011-01-12,Night,Rajasthan,Clear,Under Construction,5,Mechanical Failure
2002-06-06,Night,Karnataka,Clear,Rough,8,Drunk Driving
2008-02-25,Afternoon,Bihar,Foggy,Rough,7,Speeding
2006-05-14,Afternoon,Uttarakhand,Rainy,Rough,6,Driver Fatigue
2015-02-08,Night,Himachal Pradesh,Rainy,Fine,10,Reckless Driving
2014-11-18,Morning,Kerala,Rainy,Fine,3,Road Conditions
2020-01-17,Morning,Haryana,Foggy,Fine,3,Drunk Driving
2022-09-10,Afternoon,Assam,Rainy,Under Construction,7,Distracted Driving
2002-09-26,Night,West Bengal,Clear,Under Construction,9,Driver Fatigue
2008-01-13,Morning,Kerala,Clear,Rough,6,Poor Visibility
2007-05-21,Morning,Rajasthan,Clear,Under Construction,2,Drunk Driving
2015-08-08,Afternoon,Tamil Nadu,Clear,Rough,10,Reckless Driving
2009-07-27,Morning,Gujarat,Rainy,Under Construction,3,Reckless Driving
2015-05-18,Night,Tamil Nadu,Rainy,Fine,0,Road Conditions
2022-04-25,Afternoon,West Bengal,Clear,Under Construction,8,Driver Fatigue
2014-10-10,Night,Sikkim,Rainy,Rough,4,Mechanical Failure
2009-10-02,Night,Jharkhand,Foggy,Fine,0,Road Conditions
2014-03-19,Evening,West Bengal,Clear,Fine,2,Drunk Driving
2018-11-16,Afternoon,Goa,Clear,Under Construction,6,Distracted Driving
2004-04-13,Afternoon,Nagaland,Rainy,Fine,0,Driver Fatigue
2017-03-04,Morning,Andhra Pradesh,Rainy,Rough,10,Reckless Driving
2001-04-21,Night,Tamil Nadu,Foggy,Rough,5,Reckless Driving
2013-04-06,Night,Haryana,Rainy,Under Construction,7,Drunk Driving
2014-01-01,Afternoon,Kerala,Rainy,Rough,7,Mechanical Failure
2007-12-27,Afternoon,Meghalaya,Foggy,Fine,4,Road Conditions
2000-11-21,Night,Himachal Pradesh,Clear,Rough,6,Road Conditions
2023-01-30,Evening,West Bengal,Foggy,Under Construction,1,Mechanical Failure
2023-02-04,Night,Uttarakhand,Rainy,Rough,2,Distracted Driving
2016-05-02,Evening,Assam,Clear,Under Construction,8,Mechanical Failure
2002-12-12,Afternoon,Chhattisgarh,Foggy,Fine,0,Reckless Driving
2022-05-22,Night,Rajasthan,Rainy,Rough,10,Weather Conditions
2002-11-08,Morning,Kerala,Foggy,Rough,8,Reckless Driving
2013-07-07,Afternoon,Uttar Pradesh,Rainy,Fine,3,Distracted Driving
2008-04-09,Night,Bihar,Clear,Fine,1,Poor Visibility
2013-05-11,Afternoon,Uttar Pradesh,Rainy,Fine,9,Poor Visibility
2021-04-25,Afternoon,Chhattisgarh,Rainy,Fine,0,Speeding
2003-01-01,Afternoon,Telangana,Rainy,Rough,7,Speeding
2019-02-27,Afternoon,Karnataka,Rainy,Rough,0,Weather Conditions
2021-12-08,Morning,Meghalaya,Foggy,Fine,6,Driver Fatigue
2019-02-05,Morning,Rajasthan,Rainy,Rough,0,Reckless Driving
2022-11-17,Night,Nagaland,Rainy,Rough,5,Driver Fatigue
2017-12-03,Morning,Madhya Pradesh,Foggy,Fine,7,Driver Fatigue
2000-04-29,Night,Kerala,Clear,Rough,4,Driver Fatigue
2022-04-09,Night,Punjab,Rainy,Under Construction,4,Drunk Driving
2015-10-04,Night,Maharashtra,Rainy,Under Construction,10,Road Conditions
2002-12-09,Afternoon,Chhattisgarh,Foggy,Fine,8,Speeding
2006-08-18,Evening,Odisha,Foggy,Under Construction,1,Weather Conditions
2015-12-18,Morning,Andhra Pradesh,Clear,Rough,3,Reckless Driving
2023-12-28,Morning,Uttar Pradesh,Rainy,Under Construction,10,Mechanical Failure
2014-06-05,Afternoon,Sikkim,Clear,Rough,7,Reckless Driving
2016-04-04,Night,Andhra Pradesh,Clear,Fine,10,Weather Conditions
2008-12-10,Afternoon,Telangana,Clear,Fine,1,Poor Visibility
2007-07-25,Night,Gujarat,Clear,Rough,4,Drunk Driving
2018-05-15,Morning,Madhya Pradesh,Clear,Under Construction,6,Driver Fatigue
2009-07-25,Night,Karnataka,Rainy,Under Construction,8,Drunk Driving
2014-02-20,Evening,Goa,Clear,Under Construction,0,Speeding
2005-01-26,Afternoon,Karnataka,Clear,Rough,2,Weather Conditions
2023-05-17,Night,Himachal Pradesh,Foggy,Fine,2,Drunk Driving
2004-02-03,Afternoon,Uttarakhand,Clear,Under Construction,8,Poor Visibility
2023-12-04,Night,Karnataka,Rainy,Rough,5,Speeding
2007-03-25,Morning,Odisha,Rainy,Under Construction,8,Reckless Driving
2007-07-21,Evening,Meghalaya,Foggy,Under Construction,0,Speeding
2015-11-01,Afternoon,Tripura,Rainy,Rough,3,Reckless Driving
2021-03-07,Evening,Uttar Pradesh,Foggy,Rough,10,Road Conditions
2010-12-28,Morning,Gujarat,Foggy,Rough,7,Speeding
2014-12-06,Afternoon,Telangana,Clear,Under Construction,2,Road Conditions
2009-06-10,Night,Chhattisgarh,Foggy,Rough,3,Driver Fatigue
2022-09-18,Evening,Bihar,Clear,Fine,10,Mechanical Failure
2021-11-15,Night,Chhattisgarh,Rainy,Fine,2,Distracted Driving
2015-09-05,Morning,Meghalaya,Rainy,Under Construction,6,Reckless Driving
2004-06-04,Afternoon,Arunachal Pradesh,Foggy,Fine,2,Poor Visibility
2005-09-02,Morning,Mizoram,Rainy,Under Construction,9,Weather Conditions
2006-04-19,Evening,Himachal Pradesh,Foggy,Fine,0,Driver Fatigue
2020-07-21,Night,Assam,Foggy,Under Construction,4,Driver Fatigue
2001-05-13,Evening,Tamil Nadu,Rainy,Under Construction,10,Mechanical Failure
2020-06-05,Night,Odisha,Rainy,Fine,10,Driver Fatigue
2004-11-12,Afternoon,Haryana,Foggy,Rough,0,Road Conditions
2019-12-01,Afternoon,Gujarat,Rainy,Under Construction,2,Driver Fatigue
2019-01-21,Morning,Meghalaya,Rainy,Under Construction,0,Mechanical Failure
2017-11-26,Morning,Telangana,Foggy,Fine,7,Drunk Driving
2013-08-17,Night,Punjab,Rainy,Rough,5,Speeding
2014-07-30,Night,Himachal Pradesh,Clear,Under Construction,1,Reckless Driving
2003-10-24,Morning,Kerala,Foggy,Under Construction,9,Driver Fatigue
2013-07-22,Morning,Uttar Pradesh,Foggy,Under Construction,10,Drunk Driving
2022-12-20,Afternoon,Nagaland,Foggy,Rough,1,Driver Fatigue
2009-01-16,Morning,Odisha,Foggy,Rough,5,Driver Fatigue
2020-09-23,Night,Tripura,Clear,Fine,9,Reckless Driving
2011-06-22,Night,Sikkim,Rainy,Under Construction,6,Weather Conditions
2010-10-19,Evening,Himachal Pradesh,Rainy,Rough,6,Distracted Driving
2017-12-27,Afternoon,Rajasthan,Rainy,Rough,5,Poor Visibility
2010-03-02,Night,Gujarat,Rainy,Fine,4,Weather Conditions
2003-10-11,Night,Punjab,Foggy,Under Construction,7,Driver Fatigue
2022-05-25,Night,Rajasthan,Rainy,Under Construction,10,Mechanical Failure
2002-10-16,Night,Nagaland,Clear,Fine,2,Poor Visibility
2005-02-21,Afternoon,Mizoram,Rainy,Under Construction,7,Weather Conditions
2021-02-18,Morning,Uttarakhand,Rainy,Rough,1,Weather Conditions
2013-03-12,Morning,Uttarakhand,Clear,Under Construction,0,Drunk Driving
2012-10-06,Night,Uttarakhand,Rainy,Under Construction,7,Driver Fatigue
2002-03-01,Afternoon,Tripura,Rainy,Under Construction,10,Poor Visibility
2019-03-07,Afternoon,Manipur,Foggy,Fine,4,Driver Fatigue
2008-04-03,Afternoon,Tamil Nadu,Foggy,Rough,3,Poor Visibility
2001-11-19,Night,Goa,Foggy,Rough,4,Mechanical Failure
2017-09-17,Afternoon,Rajasthan,Rainy,Under Construction,6,Speeding
2004-08-17,Evening,Tripura,Foggy,Under Construction,4,Drunk Driving
2018-01-08,Morning,West Bengal,Rainy,Fine,6,Road Conditions
2002-10-18,Morning,Telangana,Clear,Rough,1,Weather Conditions
2018-03-12,Morning,Nagaland,Foggy,Under Construction,5,Poor Visibility
2019-03-01,Morning,West Bengal,Foggy,Rough,9,Weather Conditions
2001-08-18,Night,Goa,Foggy,Fine,7,Road Conditions
2018-10-16,Night,Uttarakhand,Rainy,Under Construction,4,Distracted Driving
2005-05-11,Morning,Meghalaya,Clear,Rough,3,Speeding
2018-10-08,Night,Uttarakhand,Foggy,Fine,9,Weather Conditions
2005-02-22,Night,Uttar Pradesh,Rainy,Fine,8,Reckless Driving
2011-04-22,Night,Goa,Foggy,Rough,8,Drunk Driving
2008-05-03,Afternoon,Madhya Pradesh,Rainy,Rough,4,Driver Fatigue
2023-07-15,Afternoon,Madhya Pradesh,Clear,Under Construction,6,Reckless Driving
2021-02-03,Morning,Meghalaya,Foggy,Rough,3,Poor Visibility
2005-03-24,Night,Sikkim,Clear,Fine,9,Distracted Driving
2004-05-28,Night,Andhra Pradesh,Foggy,Fine,5,Drunk Driving
2021-07-06,Morning,Gujarat,Foggy,Under Construction,4,Reckless Driving
2009-07-21,Afternoon,Manipur,Rainy,Under Construction,6,Speeding
2011-01-16,Night,Kerala,Foggy,Rough,10,Drunk Driving
2009-01-18,Evening,Chhattisgarh,Clear,Under Construction,2,Distracted Driving
2002-01-20,Evening,Sikkim,Rainy,Fine,1,Road Conditions
2013-09-23,Evening,Nagaland,Rainy,Rough,1,Driver Fatigue
2008-08-20,Afternoon,Haryana,Foggy,Rough,9,Drunk Driving
2011-01-16,Afternoon,Nagaland,Clear,Fine,7,Reckless Driving
2004-08-02,Night,Tripura,Rainy,Fine,3,Road Conditions
2012-10-05,Afternoon,Arunachal Pradesh,Foggy,Fine,3,Mechanical Failure
2017-04-13,Night,West Bengal,Rainy,Rough,10,Road Conditions
2020-10-17,Morning,Maharashtra,Foggy,Under Construction,1,Mechanical Failure
2022-05-07,Evening,Haryana,Clear,Fine,6,Weather Conditions
2015-12-06,Morning,Himachal Pradesh,Clear,Fine,3,Mechanical Failure
2012-11-19,Morning,Uttar Pradesh,Clear,Under Construction,4,Reckless Driving
2012-08-19,Night,Assam,Clear,Rough,9,Drunk Driving
2003-07-10,Evening,Assam,Clear,Under Construction,5,Speeding
2000-06-29,Night,Mizoram,Rainy,Fine,9,Poor Visibility
2000-04-04,Night,Madhya Pradesh,Clear,Rough,9,Road Conditions
2013-08-23,Evening,Punjab,Foggy,Rough,7,Reckless Driving
2020-04-25,Morning,Uttarakhand,Rainy,Under Construction,9,Reckless Driving
2023-02-09,Afternoon,Mizoram,Foggy,Rough,1,Road Conditions
2016-05-21,Evening,Uttar Pradesh,Rainy,Rough,1,Mechanical Failure
2001-03-14,Afternoon,Meghalaya,Foggy,Fine,2,Poor Visibility
2016-03-05,Night,Odisha,Rainy,Rough,0,Reckless Driving
2023-10-28,Morning,Haryana,Rainy,Fine,10,Driver Fatigue
2020-02-24,Afternoon,Andhra Pradesh,Rainy,Under Construction,3,Poor Visibility
2006-05-06,Morning,Punjab,Rainy,Rough,3,Drunk Driving
2002-08-12,Night,Tripura,Foggy,Under Construction,10,Poor Visibility
2001-07-31,Night,Manipur,Clear,Rough,3,Poor Visibility
2021-03-09,Evening,Punjab,Rainy,Fine,1,Driver Fatigue
2019-05-22,Afternoon,Manipur,Rainy,Under Construction,5,Distracted Driving
2006-09-28,Night,Odisha,Rainy,Fine,4,Driver Fatigue
2011-12-26,Morning,Himachal Pradesh,Clear,Fine,10,Drunk Driving
2010-07-01,Afternoon,Gujarat,Foggy,Fine,5,Driver Fatigue
2002-08-21,Afternoon,Uttar Pradesh,Clear,Under Construction,10,Mechanical Failure
2002-10-08,Evening,Jharkhand,Rainy,Fine,3,Speeding
2000-11-23,Evening,Arunachal Pradesh,Foggy,Under Construction,1,Weather Conditions
2005-08-08,Morning,Haryana,Rainy,Fine,7,Road Conditions
2019-02-21,Morning,Uttar Pradesh,Clear,Rough,8,Mechanical Failure
2015-07-04,Evening,Nagaland,Foggy,Fine,7,Speeding
2023-10-05,Night,Gujarat,Clear,Under Construction,3,Road Conditions
2022-07-29,Afternoon,Manipur,Clear,Rough,0,Weather Conditions
2020-03-18,Afternoon,Rajasthan,Rainy,Rough,10,Weather Conditions
2001-11-14,Afternoon,Uttar Pradesh,Clear,Rough,5,Poor Visibility
2009-08-27,Night,Punjab,Rainy,Rough,0,Reckless Driving
2011-07-22,Night,Kerala,Rainy,Under Construction,4,Speeding
2013-04-27,Night,Goa,Foggy,Under Construction,1,Reckless Driving
2017-05-17,Evening,Haryana,Rainy,Under Construction,1,Drunk Driving
2012-03-25,Night,Jharkhand,Rainy,Fine,5,Poor Visibility
2009-06-26,Afternoon,Uttar Pradesh,Foggy,Rough,4,Road Conditions
2018-09-19,Morning,Assam,Clear,Fine,6,Drunk Driving
2018-08-31,Night,Madhya Pradesh,Rainy,Rough,6,Speeding
2005-10-05,Evening,Manipur,Foggy,Fine,0,Road Conditions
2011-07-31,Morning,Odisha,Rainy,Rough,10,Distracted Driving
2012-11-25,Night,Mizoram,Clear,Rough,6,Driver Fatigue
2019-04-08,Night,Gujarat,Foggy,Fine,2,Driver Fatigue
2013-03-08,Morning,Kerala,Rainy,Under Construction,5,Road Conditions
2010-07-29,Morning,Haryana,Foggy,Under Construction,3,Road Conditions
2012-10-15,Night,Gujarat,Clear,Under Construction,7,Drunk Driving
2005-03-05,Night,Goa,Rainy,Fine,5,Driver Fatigue
2011-12-13,Afternoon,Gujarat,Rainy,Rough,4,Road Conditions
2014-09-17,Night,West Bengal,Clear,Rough,6,Road Conditions
2017-09-16,Night,Meghalaya,Clear,Rough,7,Mechanical Failure
2000-02-13,Evening,West Bengal,Clear,Rough,6,Drunk Driving
2000-10-29,Evening,Kerala,Foggy,Under Construction,10,Weather Conditions
2004-08-13,Night,Madhya Pradesh,Clear,Rough,1,Road Conditions
2015-03-01,Evening,Assam,Rainy,Under Construction,4,Speeding
2011-05-07,Afternoon,Rajasthan,Foggy,Under Construction,1,Driver Fatigue
2004-11-09,Night,Uttar Pradesh,Clear,Under Construction,6,Poor Visibility
2009-12-23,Afternoon,Himachal Pradesh,Clear,Rough,9,Weather Conditions
2002-01-08,Evening,West Bengal,Foggy,Fine,4,Distracted Driving
2016-11-04,Night,Uttarakhand,Foggy,Fine,6,Drunk Driving
2014-03-12,Morning,Andhra Pradesh,Foggy,Rough,10,Weather Conditions
2005-11-01,Evening,Chhattisgarh,Rainy,Fine,6,Weather Conditions
2012-08-26,Morning,Manipur,Foggy,Under Construction,9,Drunk Driving
2013-09-04,Morning,Mizoram,Foggy,Fine,3,Weather Conditions
2008-03-18,Evening,Punjab,Rainy,Rough,2,Speeding
2017-11-20,Night,Manipur,Clear,Rough,1,Reckless Driving
2002-09-28,Afternoon,Goa,Foggy,Rough,4,Distracted Driving
2012-01-17,Afternoon,Karnataka,Rainy,Rough,1,Weather Conditions
2013-04-22,Night,Telangana,Clear,Fine,0,Reckless Driving
2007-12-21,Morning,Rajasthan,Rainy,Rough,6,Weather Conditions
2011-11-24,Afternoon,Goa,Rainy,Rough,3,Poor Visibility
2009-06-24,Night,Tripura,Clear,Under Construction,6,Speeding
2008-07-13,Morning,Tripura,Rainy,Rough,10,Poor Visibility
2009-11-12,Morning,Kerala,Clear,Rough,10,Poor Visibility
2017-07-09,Night,Jharkhand,Foggy,Fine,10,Distracted Driving
2023-03-22,Evening,Rajasthan,Clear,Fine,3,Distracted Driving
2003-10-16,Afternoon,Uttarakhand,Clear,Fine,1,Weather Conditions
2023-03-08,Night,Nagaland,Clear,Fine,2,Road Conditions
2023-10-27,Afternoon,West Bengal,Rainy,Rough,2,Speeding
2022-02-13,Night,Chhattisgarh,Clear,Fine,7,Reckless Driving
2019-05-09,Night,Bihar,Clear,Rough,1,Mechanical Failure
2001-07-11,Afternoon,Punjab,Rainy,Fine,9,Speeding
2000-11-10,Morning,Rajasthan,Foggy,Rough,0,Distracted Driving
2019-04-04,Afternoon,Uttar Pradesh,Rainy,Fine,2,Speeding
2003-07-31,Morning,Arunachal Pradesh,Rainy,Rough,6,Speeding
2014-11-22,Afternoon,Himachal Pradesh,Rainy,Fine,6,Road Conditions
2012-03-17,Morning,Odisha,Clear,Under Construction,1,Reckless Driving
2015-07-08,Morning,Gujarat,Clear,Rough,4,Speeding
2010-12-07,Morning,Uttarakhand,Rainy,Rough,0,Road Conditions
2016-01-19,Morning,Madhya Pradesh,Clear,Fine,8,Driver Fatigue
2023-09-21,Morning,Himachal Pradesh,Rainy,Fine,2,Weather Conditions
2020-12-15,Morning,Sikkim,Clear,Rough,2,Distracted Driving
2003-02-02,Night,Andhra Pradesh,Rainy,Fine,6,Reckless Driving
2019-11-05,Night,Telangana,Clear,Under Construction,7,Mechanical Failure
2013-06-25,Morning,Assam,Clear,Under Construction,0,Poor Visibility
2008-11-14,Night,Madhya Pradesh,Rainy,Under Construction,0,Drunk Driving
2019-08-29,Night,Jharkhand,Foggy,Rough,3,Road Conditions
2000-04-05,Night,Kerala,Clear,Under Construction,9,Weather Conditions
2010-10-23,Night,Madhya Pradesh,Clear,Under Construction,7,Road Conditions
2013-04-29,Afternoon,Madhya Pradesh,Clear,Fine,8,Speeding
2008-05-10,Afternoon,Jharkhand,Clear,Fine,8,Driver Fatigue
2020-09-02,Night,Nagaland,Clear,Under Construction,9,Driver Fatigue
2010-03-28,Afternoon,West Bengal,Foggy,Fine,3,Distracted Driving
2007-08-28,Morning,Uttarakhand,Rainy,Fine,1,Poor Visibility
2006-10-19,Afternoon,Odisha,Clear,Rough,4,Road Conditions
2011-06-11,Afternoon,Bihar,Foggy,Rough,3,Mechanical Failure
2009-07-31,Night,Haryana,Clear,Rough,2,Reckless Driving
2019-06-16,Night,Gujarat,Rainy,Fine,10,Drunk Driving
2013-11-08,Morning,Goa,Foggy,Fine,2,Distracted Driving
2006-01-24,Morning,Mizoram,Clear,Under Construction,8,Weather Conditions
2006-10-11,Night,Rajasthan,Clear,Under Construction,9,Distracted Driving
2001-12-16,Night,Nagaland,Foggy,Rough,5,Weather Conditions
